;Size;EntryBar;ExitBar;EntryPrice;ExitPrice;PnL;ReturnPct;EntryTime;ExitTime;Tag;Duration
0;-111747;106;126;89,4871708984375;92,11064910888672;-293165,8195830691;-0,02931680803080372;2011-06-06;2011-07-05;;29 days
1;-121819;149;151;79,68232647705078;74,71409606933594;605224,8600374142;0,06235046875979122;2011-08-05;2011-08-09;;4 days
2;128512;201;204;80,24179014587402;78,45220184326172;-229983,5719453121;-0,022302447382579027;2011-10-19;2011-10-24;;5 days
3;-130524;216;223;77,24306956481934;75,57673645019531;217496,4634531861;0,021572590576889317;2011-11-09;2011-11-18;;9 days
4;125797;244;247;81,87448168945312;86,3597183227539;564229,312759339;0,054781862929076386;2011-12-20;2011-12-23;;3 days
5;-119926;272;277;90,58722315979004;91,96687316894531;-165455,90699795494;-0,015230072862722155;2012-02-01;2012-02-08;;7 days
6;110729;310;318;96,61669107055664;91,53555297851562;-562629,3397936097;-0,05259068630626562;2012-03-27;2012-04-09;;13 days
7;-114922;357;361;88,19579824829101;90,96046447753906;-317720,9723976444;-0,031346915433146716;2012-06-04;2012-06-08;;4 days
8;105607;365;377;92,9671488647461;99,39514923095703;678841,8346744386;0,0691427073402322;2012-06-14;2012-07-02;;18 days
9;103992;410;422;100,93851173400878;98,48458862304688;-255188,3721551509;-0,024311068875559005;2012-08-17;2012-09-05;;19 days
10;93297;442;455;109,77423262023926;104,76268005371094;-467562,81979939295;-0,04565326895853272;2012-10-03;2012-10-22;;19 days
11;-95717;456;459;102,11389778137207;101,55175018310547;53807,08166328468;0,0055051037173233786;2012-10-23;2012-10-26;;3 days
