,indice,indice_original_upper_pivot,valor_rsi,resist_slope,resist_intercept,inicio_janela,fim_janela,mapeado,x_min,x_max,num_zeros
0,5.0,206.0,67.54906806163697,-0.012831172389156773,70.19228957380327,109.0,308.0,0.0,0.0,0.0,0.0
1,6.0,206.0,67.54906806163697,-0.09252547518888825,86.60931595054795,123.0,322.0,0.0,0.0,0.0,0.0
2,7.0,206.0,67.54906806163697,-0.12078531788733401,92.43084354642778,133.0,332.0,0.0,0.0,0.0,0.0
3,8.0,206.0,67.54906806163697,-0.11607176958655481,91.45985259646727,170.0,369.0,0.0,0.0,0.0,0.0
4,9.0,206.0,67.54906806163697,-0.08763001507551609,85.60085116719328,181.0,380.0,0.0,0.0,0.0,0.0
5,10.0,380.0,54.40973246321023,-0.07553716328091223,83.11385450995688,182.0,381.0,0.0,0.0,0.0,0.0
6,11.0,382.0,56.42508864959014,-0.06321814988574408,80.57442190594438,194.0,393.0,0.0,0.0,0.0,0.0
7,12.0,382.0,56.42508864959014,-0.06320729183018882,80.57027412872226,206.0,405.0,0.0,0.0,0.0,0.0
8,27.0,461.0,84.87809422182973,-0.07216645785318755,118.14683129214919,380.0,579.0,0.0,0.0,0.0,0.0
9,28.0,461.0,84.87809422182973,-0.08776672712079592,125.33855542451664,382.0,581.0,0.0,0.0,0.0,0.0
10,29.0,461.0,84.87809422182973,-0.12377388179729111,141.93785373038094,394.0,593.0,1.0,461.0,580.0,3.0
11,30.0,461.0,84.87809422182973,-0.12379145040886429,141.94595286031617,395.0,594.0,1.0,461.0,580.0,3.0
12,31.0,461.0,84.87809422182973,-0.123771168326847,141.93660282050618,409.0,608.0,1.0,461.0,595.0,3.0
13,32.0,461.0,84.87809422182973,-0.1237712906052328,141.93665919084205,417.0,616.0,1.0,461.0,609.0,3.0
14,33.0,461.0,84.87809422182973,-0.12378721482478763,141.94400025605682,424.0,623.0,1.0,461.0,609.0,3.0
15,34.0,540.0,75.0983871728427,-0.1365453298500905,148.83286529189155,436.0,635.0,1.0,461.0,624.0,3.0
16,35.0,540.0,75.0983871728427,-0.16287138152552325,163.04893319662526,439.0,638.0,0.0,0.0,0.0,0.0
17,36.0,540.0,75.0983871728427,-0.28605498036652244,229.56807657076482,461.0,660.0,1.0,540.0,639.0,3.0
18,37.0,668.0,57.38944230494988,-0.21609990602151605,201.74417952732261,470.0,669.0,0.0,0.0,0.0,0.0
19,38.0,670.0,58.20452124103473,-0.1299624403358397,145.27935626604733,476.0,675.0,1.0,499.0,670.0,3.0
20,39.0,670.0,58.20452124103473,-0.12997011549547066,145.28449862300008,477.0,676.0,1.0,499.0,670.0,3.0
21,40.0,677.0,58.36612194246579,-0.12214003821401526,141.0549278133541,487.0,686.0,1.0,499.0,677.0,4.0
22,41.0,677.0,58.36612194246579,-0.12215771847926295,141.06689735292682,494.0,693.0,1.0,499.0,677.0,4.0
23,42.0,677.0,58.36612194246579,-0.12214521858467803,141.0584349242928,499.0,698.0,1.0,499.0,694.0,4.0
24,43.0,540.0,75.0983871728427,-0.12213235601658595,141.0498594217991,526.0,725.0,1.0,540.0,694.0,3.0
25,44.0,540.0,75.0983871728427,-0.08563560807413949,121.34161553287802,540.0,739.0,0.0,0.0,0.0,0.0
26,45.0,746.0,64.63121338417396,-0.013357236513705769,74.59571182339846,549.0,748.0,0.0,0.0,0.0,0.0
27,59.0,765.0,72.30571560134254,-0.0009109233170297578,73.0025719388703,694.0,893.0,0.0,0.0,0.0,0.0
28,60.0,765.0,72.30571560134254,-0.0009264429351589039,73.0144444467391,695.0,894.0,0.0,0.0,0.0,0.0
29,61.0,765.0,72.30571560134254,-0.0009238065832082604,73.01242763749686,708.0,907.0,0.0,0.0,0.0,0.0
30,62.0,852.0,72.2238586242206,-0.0009643501529740454,73.04548495455448,718.0,917.0,0.0,0.0,0.0,0.0
31,63.0,852.0,72.2238586242206,-0.0009426121193516961,73.02696414990824,726.0,925.0,0.0,0.0,0.0,0.0
