,ponto,evento,reta,x_rompimento,y_rompimento,inicio_janela,fim_janela
0,317,bsd,96,317,33.915563351188325,166.0,305.0
23,519,bsd,188,518,66.35588652688298,299.0,518.0
29,625,bsd,276,623,41.877294787105846,306.0,605.0
36,708,bsd,194,704,41.874970142025205,385.0,604.0
79,1209,bsd,126,1207,44.44481259690048,924.0,1063.0
89,1234,bsd,123,1230,41.663532543514826,871.0,1010.0
121,1425,bsd,228,1421,48.95187788900345,1189.0,1408.0
127,1438,bsd,135,1433,39.629353241192575,1179.0,1318.0
136,1534,bsd,42,1529,52.469404996707816,1221.0,1290.0
248,1892,bsd,68,1887,49.01963619126231,1702.0,1771.0
252,1893,bsd,153,1888,48.669937092225744,1591.0,1730.0
270,1968,bsd,242,1963,46.521936910628696,1590.0,1809.0
272,1969,bsd,58,1967,41.721579416948806,1608.0,1677.0
385,1984,bsd,67,1979,47.54444555897868,1691.0,1760.0
570,2054,bsd,162,2051,41.30479321130515,1678.0,1817.0
577,2055,bsd,56,2054,35.24393119044589,1583.0,1652.0
781,2061,bsd,231,2059,29.13172782629438,1482.0,1701.0
787,2170,bsd,85,2165,68.02155995190151,2039.0,2108.0
789,2170,bsd,176,2170,62.33997848130424,2010.0,2149.0
