indice;indice_original_lower_pivot;valor_rsi;support_slope;support_intercept;inicio_janela;fim_janela
0,0;77,0;20,521172638436482;0,40952532809210307;-11,012277624655454;24,0;113,0
1,0;77,0;20,521172638436482;-0,2793767456366053;42,03318205245509;24,0;113,0
2,0;77,0;20,521172638436482;0,40952532809210307;-11,012277624655454;26,0;115,0
3,0;77,0;20,521172638436482;-0,2793767456366053;42,03318205245509;26,0;115,0
4,0;77,0;20,521172638436482;0,40952532809210307;-11,012277624655454;30,0;119,0
5,0;77,0;20,521172638436482;-0,2793767456366053;42,03318205245509;30,0;119,0
6,0;77,0;20,521172638436482;0,40952532809210307;-11,012277624655454;31,0;120,0
7,0;77,0;20,521172638436482;-0,2793767456366053;42,03318205245509;31,0;120,0
8,0;77,0;20,521172638436482;0,40952532809210307;-11,012277624655454;41,0;130,0
9,0;77,0;20,521172638436482;-0,46843456987471827;56,59063451878979;41,0;130,0
10,0;77,0;20,521172638436482;0,40952532809210307;-11,012277624655454;44,0;133,0
11,0;77,0;20,521172638436482;-0,46843456987471827;56,59063451878979;44,0;133,0
12,0;77,0;20,521172638436482;0,40952532809210307;-11,012277624655454;52,0;141,0
13,0;77,0;20,521172638436482;-2,115427003992065;183,40905194582547;52,0;141,0
14,0;142,0;31,111111111111114;0,16292213034884048;7,976168601575765;56,0;145,0
15,0;146,0;30,28322440087146;0,1414790110497823;9,627288787603245;58,0;147,0
16,0;146,0;30,28322440087146;0,1414790110497823;9,627288787603245;60,0;149,0
17,0;150,0;27,981651376146786;0,10219833887274389;12,651900545235202;63,0;152,0
18,0;150,0;27,981651376146786;2,9308473907467723;-411,64545723586906;67,0;156,0
19,0;150,0;27,981651376146786;0,10219833887274389;12,651900545235202;67,0;156,0
20,0;150,0;27,981651376146786;1,2491446200953393;-159,39004163815412;77,0;166,0
21,0;150,0;27,981651376146786;0,10219833887274389;12,651900545235202;77,0;166,0
22,0;150,0;27,981651376146786;1,2491446200953393;-159,39004163815412;81,0;170,0
23,0;150,0;27,981651376146786;0,05866370796524591;19,182095181359898;81,0;170,0
24,0;150,0;27,981651376146786;1,2491446200953393;-159,39004163815412;83,0;172,0
25,0;150,0;27,981651376146786;-0,03704469189734054;33,53835516074787;83,0;172,0
26,0;88,0;30,2784222737819;-0,03704469189734054;33,53835516074787;88,0;177,0
27,0;103,0;31,16883116883116;-0,06781233601456119;38,15350177833096;89,0;178,0
28,0;103,0;31,16883116883116;-0,11288711288711302;42,7962037962038;89,0;178,0
29,0;97,0;31,84615384615384;-0,14661421097436983;46,067732310667715;94,0;183,0
30,0;97,0;31,84615384615384;-0,14661421097436983;46,067732310667715;97,0;186,0
31,0;103,0;31,16883116883116;-0,14927687661283748;46,54434945995342;103,0;192,0
32,0;142,0;31,111111111111114;-0,39118246687054103;86,65902140672794;104,0;193,0
33,0;142,0;31,111111111111114;-0,5532180146485893;109,6680691912108;104,0;193,0
34,0;142,0;31,111111111111114;-0,39118246687054103;86,65902140672794;111,0;200,0
35,0;142,0;31,111111111111114;-0,5532180146485893;109,6680691912108;111,0;200,0
36,0;142,0;31,111111111111114;-0,39118246687054103;86,65902140672794;116,0;205,0
37,0;142,0;31,111111111111114;-1,6403395658714806;264,03932946486134;116,0;205,0
38,0;150,0;27,981651376146786;-0,281305614823837;70,17749359972234;120,0;209,0
39,0;150,0;27,981651376146786;-0,39118246687054103;86,65902140672794;120,0;209,0
40,0;179,0;19,823788546255514;-0,08894701419481237;35,745304087126925;123,0;212,0
41,0;179,0;19,823788546255514;-0,281305614823837;70,17749359972234;123,0;212,0
42,0;194,0;18,48958333333333;0,5165256892230587;-81,71640037594007;129,0;218,0
43,0;194,0;18,48958333333333;-0,08894701419481237;35,745304087126925;129,0;218,0
44,0;194,0;18,48958333333333;0,5165256892230587;-81,71640037594007;131,0;220,0
45,0;194,0;18,48958333333333;-0,08894701419481237;35,745304087126925;131,0;220,0
46,0;194,0;18,48958333333333;0,5165256892230587;-81,71640037594007;134,0;223,0
47,0;194,0;18,48958333333333;-0,08894701419481237;35,745304087126925;134,0;223,0
48,0;194,0;18,48958333333333;0,5165256892230587;-81,71640037594007;142,0;231,0
49,0;194,0;18,48958333333333;-0,08894701419481237;35,745304087126925;142,0;231,0
50,0;194,0;18,48958333333333;0,5165256892230587;-81,71640037594007;143,0;232,0
51,0;194,0;18,48958333333333;-0,08894701419481237;35,745304087126925;143,0;232,0
52,0;194,0;18,48958333333333;0,3103800579762121;-41,72414791405182;146,0;235,0
53,0;194,0;18,48958333333333;-0,08894701419481237;35,745304087126925;146,0;235,0
54,0;194,0;18,48958333333333;0,253322518947519;-30,65498534248536;150,0;239,0
55,0;194,0;18,48958333333333;-0,08894701419481237;35,745304087126925;150,0;239,0
56,0;194,0;18,48958333333333;0,253322518947519;-30,65498534248536;153,0;242,0
57,0;194,0;18,48958333333333;-0,08894701419481237;35,745304087126925;153,0;242,0
58,0;194,0;18,48958333333333;0,253322518947519;-30,65498534248536;155,0;244,0
59,0;194,0;18,48958333333333;-0,08894701419481237;35,745304087126925;155,0;244,0
60,0;194,0;18,48958333333333;0,11480364617757242;-3,78232402511572;157,0;246,0
61,0;194,0;18,48958333333333;-0,08894701419481237;35,745304087126925;157,0;246,0
62,0;194,0;18,48958333333333;0,11480364617757242;-3,78232402511572;159,0;248,0
63,0;194,0;18,48958333333333;-0,08894701419481237;35,745304087126925;159,0;248,0
64,0;194,0;18,48958333333333;0,11480364617757242;-3,78232402511572;165,0;254,0
65,0;194,0;18,48958333333333;-0,08894701419481237;35,745304087126925;165,0;254,0
66,0;245,0;24,344569288389522;0,6262681790959377;-129,09113459011522;170,0;259,0
67,0;245,0;24,344569288389522;0,11480364617757242;-3,7823240251157237;170,0;259,0
68,0;245,0;24,344569288389522;0,6262681790959377;-129,09113459011522;173,0;262,0
69,0;245,0;24,344569288389522;0,11480364617757242;-3,7823240251157237;173,0;262,0
70,0;245,0;24,344569288389522;0,6262681790959377;-129,09113459011522;178,0;267,0
71,0;245,0;24,344569288389522;0,11480364617757242;-3,7823240251157237;178,0;267,0
72,0;245,0;24,344569288389522;0,6262681790959377;-129,09113459011522;179,0;268,0
73,0;245,0;24,344569288389522;0,11480364617757242;-3,7823240251157237;179,0;268,0
74,0;245,0;24,344569288389522;0,6262681790959377;-129,09113459011522;184,0;273,0
75,0;245,0;24,344569288389522;0,11480364617757242;-3,7823240251157237;184,0;273,0
76,0;245,0;24,344569288389522;0,6262681790959377;-129,09113459011522;190,0;279,0
77,0;245,0;24,344569288389522;0,11480364617757242;-3,7823240251157237;190,0;279,0
78,0;245,0;24,344569288389522;0,6262681790959377;-129,09113459011522;194,0;283,0
79,0;245,0;24,344569288389522;0,11480364617757242;-3,7823240251157237;194,0;283,0
80,0;245,0;24,344569288389522;0,6262681790959377;-129,09113459011522;198,0;287,0
81,0;245,0;24,344569288389522;0,05089332114760869;11,875705607225393;198,0;287,0
82,0;201,0;22,10526315789474;0,05089332114760869;11,875705607225393;201,0;290,0
83,0;245,0;24,344569288389522;0,33078046608987266;-56,69664490362928;204,0;293,0
84,0;245,0;24,344569288389522;-0,5208196921680065;151,9453938695511;204,0;293,0
85,0;245,0;24,344569288389522;0,3272044697663924;-55,820525804376615;206,0;295,0
