;ponto;evento;reta;x_rompimento;y_rompimento;inicio_janela;fim_janela
0;116,0;1,0;0,0;115,0;57,86290322580645;23,0;113,0
18;266,0;1,0;5,0;266,0;78,82797731568999;132,0;222,0
22;337,0;1,0;11,0;337,0;77,63496887273439;239,0;329,0
24;376,0;1,0;17,0;374,0;52,08117491173792;283,0;373,0
32;431,0;1,0;20,0;431,0;35,12210016422627;327,0;417,0
35;435,0;1,0;21,0;435,0;37,58976237051858;341,0;431,0
39;447,0;1,0;22,0;447,0;60,72811963789037;338,0;428,0
45;450,0;1,0;23,0;450,0;64,20048188997741;350,0;440,0
86;542,0;1,0;35,0;542,0;51,06599442822069;439,0;529,0
90;543,0;1,0;26,0;543,0;56,70764627350493;409,0;499,0
133;587,0;1,0;38,0;587,0;50,18142644439742;475,0;565,0
150;598,0;1,0;39,0;598,0;52,78637593561926;504,0;594,0
152;606,0;1,0;40,0;606,0;54,634146227998336;509,0;599,0
158;611,0;1,0;41,0;611,0;56,12376729338388;462,0;552,0
174;627,0;1,0;43,0;627,0;56,89580302507293;521,0;611,0
198;660,0;1,0;46,0;660,0;64,99515171724977;470,0;560,0
239;685,0;1,0;56,0;685,0;39,77973221820885;587,0;677,0
303;712,0;1,0;12,0;712,0;72,50820215297028;254,0;344,0
386;792,0;1,0;61,0;792,0;46,319798828046046;669,0;759,0
465;869,0;1,0;68,0;869,0;68,60840714792754;716,0;806,0
475;879,0;1,0;16,0;879,0;70,83854830473942;271,0;361,0
490;880,0;1,0;65,0;880,0;75,66879293508381;728,0;818,0
552;921,0;1,0;72,0;917,0;53,86741597779886;828,0;918,0
596;956,0;1,0;77,0;956,0;53,83305410888844;861,0;951,0
601;978,0;1,0;78,0;978,0;42,02897649331219;869,0;959,0
693;1008,0;1,0;83,0;1005,0;81,10833896650414;913,0;1003,0
701;1061,0;1,0;84,0;1061,0;33,62256611483225;966,0;1056,0
811;1120,0;1,0;91,0;1120,0;82,89157889028097;1015,0;1105,0
846;1191,0;1,0;95,0;1191,0;54,79452627464464;1093,0;1183,0
873;1205,0;1,0;96,0;1205,0;66,51377250486134;1107,0;1197,0
894;1219,0;1,0;97,0;1219,0;66,28571781495674;1120,0;1210,0
958;1285,0;1,0;102,0;1285,0;45,39006324691864;1191,0;1281,0
974;1319,0;1,0;103,0;1319,0;39,58332387228033;1199,0;1289,0
999;1324,0;1,0;105,0;1324,0;53,18558868905468;1231,0;1321,0
1098;1404,0;1,0;107,0;1404,0;73,14486751340368;1241,0;1331,0
