Datetime;Open;High;Low;Close;Adj Close;Volume
2024-12-11 09:30:00-05:00;247,94500732421875;248,5800018310547;247,72999572753906;248,19000244140625;248,19000244140625;1775112
2024-12-11 09:31:00-05:00;248,19000244140625;248,6300048828125;248,11000061035156;248,55999755859375;248,55999755859375;182845
2024-12-11 09:32:00-05:00;248,56500244140625;248,72999572753906;247,83999633789062;248,04949951171875;248,04949951171875;187349
2024-12-11 09:33:00-05:00;247,88499450683594;248,02999877929688;247,64999389648438;248,02999877929688;248,02999877929688;145668
2024-12-11 09:34:00-05:00;248,05470275878906;248,75;248,05470275878906;248,63999938964844;248,63999938964844;163406
2024-12-11 09:35:00-05:00;248,66000366210938;249,0500030517578;248,63999938964844;248,9062042236328;248,9062042236328;298567
2024-12-11 09:36:00-05:00;248,89999389648438;249,07000732421875;248,7010955810547;248,81500244140625;248,81500244140625;180849
2024-12-11 09:37:00-05:00;248,8000030517578;248,85279846191406;248,67820739746094;248,77000427246094;248,77000427246094;110479
2024-12-11 09:38:00-05:00;248,7617950439453;248,85000610351562;248,58200073242188;248,75;248,75;109083
2024-12-11 09:39:00-05:00;248,75;248,92730712890625;248,72999572753906;248,8800048828125;248,8800048828125;96975
2024-12-11 09:40:00-05:00;248,89109802246094;248,9799041748047;248,83999633789062;248,970703125;248,970703125;82948
2024-12-11 09:41:00-05:00;248,9676971435547;249,22000122070312;248,95449829101562;249,11500549316406;249,11500549316406;185005
2024-12-11 09:42:00-05:00;249,125;249,31410217285156;249,0;249,30999755859375;249,30999755859375;165232
2024-12-11 09:43:00-05:00;249,30999755859375;249,47000122070312;249,13099670410156;249,17999267578125;249,17999267578125;146046
2024-12-11 09:44:00-05:00;249,17999267578125;249,3699951171875;249,10000610351562;249,27000427246094;249,27000427246094;146349
2024-12-11 09:45:00-05:00;249,29159545898438;249,41000366210938;249,23410034179688;249,33999633789062;249,33999633789062;115600
2024-12-11 09:46:00-05:00;249,38999938964844;249,5500030517578;249,3300018310547;249,4199981689453;249,4199981689453;206930
2024-12-11 09:47:00-05:00;249,42999267578125;249,52000427246094;249,3800048828125;249,49000549316406;249,49000549316406;110546
2024-12-11 09:48:00-05:00;249,5;249,55999755859375;249,35000610351562;249,42999267578125;249,42999267578125;122165
2024-12-11 09:49:00-05:00;249,4217987060547;249,47999572753906;249,24000549316406;249,44000244140625;249,44000244140625;166999
2024-12-11 09:50:00-05:00;249,43670654296875;249,4683074951172;249,19009399414062;249,19009399414062;249,19009399414062;147829
2024-12-11 09:51:00-05:00;249,17990112304688;249,5;249,1699981689453;249,44000244140625;249,44000244140625;94563
2024-12-11 09:52:00-05:00;249,43299865722656;249,6300048828125;249,35000610351562;249,53500366210938;249,53500366210938;139411
2024-12-11 09:53:00-05:00;249,53990173339844;249,75;249,49000549316406;249,7006072998047;249,7006072998047;146443
2024-12-11 09:54:00-05:00;249,71499633789062;249,8000030517578;249,63999938964844;249,74000549316406;249,74000549316406;150075
2024-12-11 09:55:00-05:00;249,72439575195312;249,75990295410156;249,4300994873047;249,50999450683594;249,50999450683594;102533
2024-12-11 09:56:00-05:00;249,5050048828125;249,52000427246094;249,27999877929688;249,43350219726562;249,43350219726562;86953
2024-12-11 09:57:00-05:00;249,41009521484375;249,55999755859375;249,41000366210938;249,52499389648438;249,52499389648438;87861
2024-12-11 09:58:00-05:00;249,50999450683594;249,57000732421875;249,19000244140625;249,19000244140625;249,19000244140625;102187
2024-12-11 09:59:00-05:00;249,2100067138672;249,3300018310547;249,10000610351562;249,3000030517578;249,3000030517578;138226
2024-12-11 10:00:00-05:00;249,30499267578125;249,30999755859375;249,13499450683594;249,14999389648438;249,14999389648438;86627
2024-12-11 10:01:00-05:00;249,14500427246094;249,5637969970703;249,1300048828125;249,5500030517578;249,5500030517578;97896
2024-12-11 10:02:00-05:00;249,5399932861328;249,67999267578125;249,50999450683594;249,60110473632812;249,60110473632812;79767
2024-12-11 10:03:00-05:00;249,58900451660156;249,72000122070312;249,47000122070312;249,65499877929688;249,65499877929688;72261
2024-12-11 10:04:00-05:00;249,6699981689453;249,83999633789062;249,5406951904297;249,7196044921875;249,7196044921875;132095
2024-12-11 10:05:00-05:00;249,71499633789062;249,89999389648438;249,7050018310547;249,7899932861328;249,7899932861328;113386
2024-12-11 10:06:00-05:00;249,7949981689453;249,85479736328125;249,7001953125;249,77000427246094;249,77000427246094;59237
2024-12-11 10:07:00-05:00;249,7899932861328;249,94000244140625;249,7301025390625;249,9261932373047;249,9261932373047;151751
2024-12-11 10:08:00-05:00;249,9250030517578;249,94000244140625;249,83999633789062;249,88499450683594;249,88499450683594;84187
2024-12-11 10:09:00-05:00;249,91000366210938;249,91000366210938;249,77000427246094;249,80999755859375;249,80999755859375;60165
2024-12-11 10:10:00-05:00;249,80999755859375;249,99000549316406;249,77999877929688;249,92950439453125;249,92950439453125;95634
2024-12-11 10:11:00-05:00;249,92999267578125;249,99000549316406;249,75999450683594;249,7678985595703;249,7678985595703;92795
2024-12-11 10:12:00-05:00;249,76499938964844;249,80999755859375;249,5399932861328;249,58999633789062;249,58999633789062;96003
